	B1	B2	B3	B4	B9	B26	B11	B12	B17	B18	B19	B20	B7	B8	B15	B16	B23	B24
Bcin01g00310	3.80127049698034	4.22735153308261	3.07871494741364	3.56250950820589	3.31749705306256	3.45186589076698	3.17684538519096	3.59218216580304	2.99803896384945	3.67506572952599	4.00213741372277	3.70451593389759	3.73294085176738	3.81520874279496	3.73980860986683	2.90096010154326	4.70228697657565	3.07070165172743
Bcin01g00320	0	0	0	0	0	1.40984032621965	0	0	0.905845041391946	1.0498433943788	0	1.13991358849361	0	0	0	0	0.576134394515636	0
Bcin01g00330	11.0344241938847	11.2070454234597	10.9518981003362	11.0539842409474	10.9849794999408	10.8905331616132	10.9597923488675	10.9132069742025	10.6357433095611	11.0463413836035	10.6311795088864	10.8984729107062	10.6196469635102	10.9945429381141	10.8484372059802	10.9600643272206	10.5168851839982	10.7461826782375
Bcin01g00340	9.69562704825237	9.47215807203561	9.48395095517762	9.90606627816794	9.94594905561708	9.86461575268528	9.51226039588114	9.77516687179968	10.0532126211641	9.69222411473681	9.74374412063075	10.0069448444426	9.89661411627152	9.76040882856446	10.1687154138791	9.9482466607138	9.81808696185093	10.1018922283899
Bcin01g00350	11.7324453779032	13.862695756468	12.0920596372311	13.6640001259582	12.2139859577861	12.5700495689764	12.2040761933236	13.318467285871	11.9691230810834	13.6385054889838	12.2919277537256	13.2115817963152	12.081695794846	13.6622578843126	11.8938373763653	13.8490026194275	12.1975100184728	12.7812598585288
Bcin01g00360	10.6272243114391	12.8342585410688	10.8296846163998	12.5975441328282	10.936754746916	10.9961341514968	10.966573555007	12.3479824197087	10.3219408944402	12.6090172288044	10.6810671529857	11.946415520962	10.1959632908443	12.5957401084101	10.4989261859662	12.9366881339519	10.0753520910111	11.2771960779479
Bcin01g00370	12.8111734168574	12.445580619518	12.9385414536905	12.6128813092067	12.8666242012319	12.8063258901181	12.9854794495893	12.6738898336884	13.3696375279088	12.7495076030503	13.2690661050084	12.7339929927388	13.1226356473607	12.7286992023879	12.8445061736406	12.7221747522203	13.1717998500926	12.9325723075576
Bcin01g00380	7.38702922466869	9.24573291938228	7.53702938296762	8.75567424248723	6.90886095560226	7.61864354128703	7.47534479776597	9.03078170358131	7.88270173578697	8.7271394029213	7.17790269110893	9.13111196729085	7.84076534891986	8.92521393240914	7.50997001154887	9.32358458024962	7.60284439786974	8.81787041036942
Bcin01g00390	9.27687615099208	9.30942676751855	8.71802562947783	9.00758134063299	9.21182992737243	9.26626127807844	9.22613148951908	9.27355462825269	8.98040016594908	9.38095834366584	9.06161998635294	9.42941500909159	8.61816894689732	9.0726442850129	9.85976721286435	9.12058842018866	9.72409015288495	9.01822936506324
Bcin01g00400	10.2970693604844	10.1718163151463	10.3705502335888	10.2546835554458	10.4711021095169	10.6030130936893	10.129741275429	10.5725901440274	10.2971115139919	10.1464194961087	10.3365513162276	10.063214765548	10.794004546024	10.0730563733502	10.3585269195234	10.1014678126271	10.4581936103353	10.0116746308744
Bcin01g00410	9.44319409309727	8.93963431858487	9.21047671467607	9.03013919903732	9.5295242809752	9.37106641495932	9.31686821108258	8.8898891742601	9.60462931221916	8.89547066367898	9.42358995289238	8.90346090260357	9.45666502815259	8.88786837952016	9.31832587314123	8.90172864834402	9.31657907208184	8.99399988918915
Bcin01g00420	10.0351118611691	9.83500433630048	10.0152308158616	10.0962344741108	10.2954322510669	10.0809129438938	9.91416458672274	9.96380675500421	10.1260772051516	10.0737759688745	9.98740792125463	9.89284958040989	9.7929433300967	10.0322024474682	10.1153652058046	10.1080602408985	10.0521947660182	10.0073580795161
Bcin01g00430	9.90762482724311	10.6882307096115	10.0173061250133	10.5033486340831	10.1500789919606	10.3609156341417	9.91015010582822	10.1864492979663	9.69255445975704	10.5767253199625	9.69787820947038	10.5641719243042	9.41016389263129	10.3971668349067	9.86068077411696	10.3037100276677	9.97900265947292	10.4409466345343
Bcin01g00440	11.0216517086451	11.5688238803235	11.4466963430451	11.6731693261882	11.0058060671995	11.8976913795531	11.141992030459	11.8019087288806	11.3467641760641	12.2585031584971	11.5259459837866	11.9375885143924	11.1511801346204	11.9944205395394	10.6857873862921	11.8152407695426	11.8303682229806	12.1430305961264
Bcin01g00450	12.0454822919132	12.2598642727347	12.4097804070809	12.4911308600601	11.7658590520446	12.9235836629883	12.0938069355118	12.587864479278	12.3842278044042	13.1546487037234	12.4521833858666	12.6591849655501	12.0822072708338	12.8437751812393	11.5852740161971	12.5436757749292	12.526145580685	12.8614122960368
Bcin01g00460	9.43935755339943	9.55795965298693	9.55424433947783	9.5401469001061	9.65863996542689	9.2855435973433	9.68431842541933	9.61346710885968	9.77542743454008	9.45322851929584	9.45260409781643	9.5822160596174	9.33146421169643	9.53484618625596	9.5168280079226	9.59565645800549	9.46323731442453	9.6666372773859
Bcin01g00470	11.0318787270233	11.1822412429693	11.0051530446407	11.3528438002652	11.1470005305032	11.4781782839927	11.0280648659288	11.4115224972374	11.104976690529	11.3676948496365	11.1331250956357	11.4202611465201	10.9679274131957	11.1921189622755	10.9264227733818	11.3642081224171	11.2471584091274	11.3375860178703
Bcin01g00480	8.39860731654384	8.02523100196243	8.65010219889485	8.31597115075325	8.40083962098467	8.65703199255204	8.44932171750406	8.48331538570076	8.93991107888221	8.44202640137598	8.91216814324702	8.50504594530507	8.81317476567048	8.53297501241022	8.54062241371322	8.40138693323004	8.89821979085675	8.71574374084813
Bcin01g00490	8.41432816365306	7.78279458878868	8.38028032278393	8.29749373790325	8.51640920901048	8.73203798798014	8.24775366772763	8.42260689483181	8.34095122082629	8.48575648467364	8.53198304817213	8.42141106956182	8.68434641966723	8.17985397445056	8.35340676727895	8.42872928870565	8.67558920679072	8.49427568781467
Bcin01g00500	8.45289675646704	8.13684381475592	8.64474242657083	8.21457197115671	8.54143225989072	8.60885809669801	8.48214323800351	8.35598808619147	8.36790785700987	8.19570829065139	8.47220584885605	8.11814163143326	8.71104886236112	8.12684787766603	8.38422931912391	7.94737893126864	8.80471823649958	8.18440212610386
Bcin01g00510	9.67293458740195	9.66782031801235	9.59372083960708	9.56610750503449	9.67003067364293	9.73315225192924	9.63165475430596	9.8415990536659	10.0790776578993	9.84610476349827	9.85324547972416	9.75293857703302	9.78290977828885	9.75168191867069	9.70458235075342	9.8860422437285	10.1754986026997	9.88658419128403
Bcin01g00520	11.7611599039263	11.4248465123727	11.7092595365667	11.384556878994	12.0888717210477	11.2488703073114	11.8256972807613	11.1862866963247	11.3688554122284	11.1880910596979	11.2336286206479	11.4700822528499	11.4008025872209	11.1180871779426	11.5297810610105	11.2242789656818	10.8978071784604	11.2107923525933
Bcin01g00530	9.87106626309339	9.32038065925792	9.46886527050965	9.51104010040694	9.46297936604731	9.16578340314156	9.72373586284371	9.47682650999309	9.45462952842862	9.62145530324639	9.56520059220318	9.39629680402427	9.69735721363721	9.51821963206882	9.82742256053069	9.53684046003601	9.37640369817314	9.5119090496896
Bcin01g00540	9.71796809483897	9.24189719031653	9.54564269975988	9.24465513697216	9.34570686238467	9.03517437354765	9.55402412478118	9.17761858853963	9.68644873945892	9.0779740209078	9.26906263808746	9.46178998899903	9.70401909017934	9.44432259719997	9.68717805813261	9.31546942035098	9.09752145857354	9.52887327214943
Bcin01g00550	11.5594347059769	11.90588751262	11.7340774649524	11.955410883059	11.8508911032594	12.0903675127084	11.6958853248761	11.8804700505619	11.5877615071866	11.8736053622205	11.672113242861	11.9362597928987	11.4653553754598	11.8837041446751	11.4684766437949	11.9445223591444	11.7744615414985	11.8849701574796
Bcin01g00560	8.75406277551786	8.35850382877556	8.52149006113187	8.09127146624418	8.23281424979994	8.19301100350059	8.57635218848902	8.30644649463244	8.8334191986859	8.41060702881738	8.91216814324702	8.48579886992351	8.92232401966643	8.28035875984041	8.78348889754452	8.30631150352051	8.74159795820538	8.30466669366309
Bcin01g00570	8.41432816365306	7.82442757560248	8.2165271249882	7.56151850739255	7.36641549927918	7.29246233486402	8.27922100975308	7.66557058903719	8.28951203693463	7.5813083710518	7.86954877925035	7.66688398458498	8.56060329965922	7.92041229975365	8.30052573381739	7.79228746153408	7.84074586745114	7.8751294919052
Bcin01g00580	5.24695968301626	7.80376125647025	5.31225858746794	7.21286219435171	5.5972133437991	9.99684030973695	4.65132877281158	9.33907756082981	4.27399877390076	7.74860225159694	5.68472847718672	7.68387397493489	4.09918978485003	7.89685946059746	5.41911191732447	6.92788479260788	6.60298021547237	6.98676266423214
Bcin01g00590	7.66185727481559	6.40631552533457	7.3255336808754	6.73393995825265	7.23760198008414	6.49956189217376	7.88835406902326	6.43516565663363	7.36845955858368	6.5398759284125	7.74518004602476	6.45392631283369	7.74064270262864	6.32395278996612	7.58264255894264	6.36150193832629	7.68772553406419	6.59405320464609
Bcin01g00600	0	0	2.45132172692938	3.18761182792446	2.27619888332665	2.10907803326574	2.32815793217184	0.796885765658563	2.42444062155988	1.65104489468742	2.40394720258521	2.20509052568262	0.822535837557749	1.20641953750279	1.12241299511676	0	0.576134394515636	0.693157487879784
Bcin01g00610	8.46048827108515	8.50011069107678	8.23804195375864	8.11256732020311	8.4225526152013	8.05600037914128	8.13531984674112	8.69318796035426	8.12769353924197	8.56943035390672	8.25628860417786	8.37508946872628	7.77648138618796	8.29244348814269	8.62261590188698	8.37351635064784	9.12441579542584	8.01241893928868
Bcin01g00620	2.7106527092049	3.95486018573805	2.79885770556388	1.88895624391696	0	2.93136349849266	0	1.68349003822015	2.16818198987885	3.5488127889935	2.40394720258521	3.03950155266738	2.02646268163807	2.47942398273854	0.667714144946554	2.40947837616387	1.30599840133383	2.56913761470344
Bcin01g00630	11.9161918364181	10.0973509571811	10.9680820051983	10.2207643395313	10.6804533201485	10.0676080170562	11.68887270599	9.97547690940862	10.3646288829744	10.0301398629563	10.5774798633362	10.1063870405586	11.8520508210107	10.1850584161275	11.6363126452714	10.2847148748583	9.81494560892923	10.3814825828385
Bcin01g00640	9.06415468372227	7.2063623532664	8.36079917667762	7.45439659487827	8.92666764058508	9.71903860737703	7.73339671119782	7.38922585834034	9.75660899032061	8.22696663772896	8.12934476581904	8.32723111030395	7.68784908354651	7.74244872968814	7.21652332548717	7.65496693496066	7.29544813051588	7.23732306094111
Bcin01g00650	7.81182949899021	9.07514716626986	6.85435327334682	8.95746127039009	7.46387310752303	7.94396512082196	7.40861660797485	9.06494866003876	8.10039864752859	8.71249018462355	7.58508194729528	8.43150585986238	7.73023740174655	8.9672819244687	7.68521691510692	9.17362852071123	8.05026715465407	8.37067759816802
Bcin01g00660	10.5687198873	10.1858597844286	10.4904325424344	10.3858253995151	10.3962637113628	10.0764915877968	10.668071385475	10.2472275641968	10.6909201762189	10.438911808112	10.6744511465646	10.3507040985402	10.5369900169085	10.2738299766166	10.5799304901042	10.3369628288116	10.6181263391212	10.4900350179547
Bcin01g00670	11.8527056919484	11.5448957417876	11.9964101999945	11.6743632446747	11.4647193355906	11.7528135676376	11.8442258910752	11.6356791704869	12.1035039612457	11.5336581603357	11.8415673340937	11.6671713944258	12.1232945093706	11.9467104275425	11.662218784651	11.8013613415149	11.4811558237243	12.0056573392251
Bcin01g00680	0	0	1.31598530240897	1.2337873864332	1.18987727205446	0	0	0	0	0	1.0518057273911	0	0	1.20641953750279	0.667714144946554	0	0.986737499922957	0
Bcin01g00690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.667714144946554	0	0	0
Bcin01g00700	0	0	0	0	0	0	0	0	0.905845041391946	0	0	0	0	0	0.667714144946554	0	0	0.693157487879784
Bcin01g00710	6.19180555532571	6.03289763008635	6.18004258993529	6.1281207638047	6.93930497172912	5.99929981350335	6.17090513807271	5.94163307951976	5.50956041582877	5.71079665258092	6.543628570405	5.75386770162998	6.08450070317064	5.73621755522784	6.92663488030822	5.59815799166222	6.74178300046644	5.59976419864821
Bcin01g00720	11.1433779018371	11.2168489068009	10.8841467784492	11.0704021069322	11.1808382742091	11.2300837074285	11.0094220763606	11.0489363748019	11.2182890204202	11.2766460791079	11.2116016403236	11.1742132295346	11.0699591971114	10.9796721982808	11.2795380643906	10.9980809719776	11.4214778790064	10.9725204448722
Bcin01g00730	8.81455161838932	9.24955847733629	8.65544213274873	8.80882802436908	8.93801914732772	9.53149176378404	8.77042409861409	9.37796848694476	8.77131507024134	8.64079984426889	8.16214316717989	8.61542890309978	8.17971223979749	8.50987207293098	8.68789791780799	8.41967262616009	7.82833650604019	8.0993502987746
Bcin01g00740	7.67496789820992	6.32162664928106	6.67667885216385	6.51685044344673	7.3092853690174	6.57672497474682	7.55977035170141	6.53030493564712	6.68952381620337	5.79663824929763	6.86909762369158	5.87716890606498	7.48618931737134	6.02401967857566	7.76545436805851	6.05335321912498	6.43308916643299	5.86700920029991
Bcin01g00750	12.8063409367348	10.6797494022544	12.1328291799503	11.1685622298854	13.1391654967176	12.1314418634198	12.881162093324	10.7179871546416	12.5281653143649	11.2710335265185	12.7109784730858	11.4804511709761	12.6966712080506	10.7142563002593	13.1313614123051	10.8934802984549	12.1414030599591	11.5438937875182
Bcin01g00760	8.48302603699014	6.68018282638982	7.6048423234269	6.65872354939016	7.42136921158235	6.7643413731491	8.47128548630233	6.73390463393831	7.52720129370519	6.52318451173907	7.84955100983951	6.87966642661636	8.43808615566174	6.56218770320448	8.05765528978436	6.52807218914519	7.16336071152888	6.69197831021923
Bcin01g00770	13.7801249763203	13.0097411269094	14.149717107821	13.5502465349807	13.2699327805986	13.3512886179646	13.8261983090055	13.325323742237	14.1775123377828	13.3471258305417	13.9880771295907	13.3845783717348	14.2610790441628	13.834860101812	13.729395980602	13.6791513307394	13.3888321167182	14.0418339915128
Bcin01g00780	8.86118053675671	11.0034852586008	9.26738514177663	10.7200213299414	9.55923178505977	10.4422054292316	9.13275207937388	10.8297501259668	9.1497304121858	11.014599007344	9.32323791453039	10.9084455127398	8.84003676846362	10.7519393153335	9.07397648917199	10.8242459981432	9.57701286225925	10.8384946057897
Bcin01g00790	7.73879126462698	8.07781943880206	8.5446970230687	8.11959665054521	8.07724302190072	7.58168202528616	8.69309707249304	8.49515644239424	7.78893161368045	9.05493346381541	10.0412945720961	8.27212412821546	7.97461445245832	8.13693600227457	8.2059252078426	8.02904934614939	10.7072304601123	7.41468533282329
Bcin01g00800	8.34219478028654	8.67529253699186	9.15123096940604	8.7913267943879	8.61399815832067	8.12613154263997	9.5042932936794	9.0609707635868	8.49910440626621	9.36699519041773	10.4647804535833	8.63303204469267	8.47905654915764	8.46252577194088	8.96095223748102	8.47609410358155	11.1052208935578	7.89395793876324
Bcin01g00810	9.26825120091069	9.22256406499213	9.37488034007976	9.20554999440825	9.36545927673318	8.90657619556026	8.95710778167782	8.96631447388216	9.39409912105161	8.8922245244695	9.00850124631632	9.01507479681295	9.13248712236442	9.23798200583771	9.09120385551996	9.20735068893054	9.21060647363643	9.04374575251123
Bcin01g00820	8.08169097372219	7.25284475933786	7.62675633438603	7.35067673736626	7.79044192663312	7.46475172381832	7.67781105886583	7.46944552501523	8.10498380837024	7.27727749290521	7.89578844845872	7.37420415078496	8.21745152094212	7.42330338903414	8.24563238714513	7.49746001257559	8.08979282676348	7.68065370830253
Bcin01g00830	10.5634419921601	10.6115289911424	10.627165609019	10.859862809177	10.7061310762677	10.6498921615064	10.5297053674673	10.6481142261993	10.7731643973891	10.8044614160911	10.762642017944	10.8475488923096	10.5933352698482	10.8675204788733	10.6252539245178	10.853685255843	10.711459953822	10.864501779631
Bcin01g00840	8.62489997110752	9.06649841799828	8.82615383502649	9.0957706908723	8.47544704786094	8.93127172995359	8.33418840806042	9.15166867670503	9.30325393527802	9.16662390514472	8.81238726356849	8.91429929929567	8.85926333478486	9.36500534327489	8.66924745333619	9.146437535066	9.30878393567808	9.21523965278514
Bcin01g00850	7.38702922466869	8.25573589607885	7.52541073004949	8.16786572019977	7.66853522055412	8.13466300108695	7.16085832516708	8.42260689483181	7.63891843225645	7.98026355293109	7.28104642863483	8.23802041117807	7.59914264999024	7.99994490976496	7.72187695966	8.19747764212747	8.02873549094973	8.34079701336706
Bcin01g00860	7.23598348080257	7.52948547200489	7.18490649006754	7.39769729675909	7.23760198008414	7.83301416966549	7.36235238854185	7.94565735276874	7.58085306382929	7.65976303968645	7.46754176746526	7.55128626523481	7.31572406977557	7.7291735013599	7.35262531151906	7.73502847731034	7.89232631958139	7.86752876628824
Bcin01g00870	8.14901059630969	10.0143418093144	8.33440823287392	9.55836825613502	8.48063137417853	9.23882559653469	8.38134991334568	10.1503998312526	8.78851941316921	10.0093156886	8.79157539220652	9.67435797319455	7.64417754168101	9.54119033741158	8.17687857105928	9.54380401876296	9.24135265755594	8.87015321738311
Bcin01g00880	11.2135683997148	10.2252467487819	10.8669875857903	10.2658150293003	10.769983285645	10.2396098915931	11.1334083460294	10.1105426944449	10.5509093666391	10.1395913492179	10.5311509210014	10.1204954014111	11.0470860361337	10.0895989313427	10.9803744038248	9.92922728602398	10.4536560961334	10.1997198399388
Bcin01g00890	8.10124781531826	8.21718368556365	8.00692841599786	8.50498584846976	8.13756502389367	8.61496854134745	7.89649359913689	8.60578233521124	8.63846105581337	8.5612780000562	8.38227010867534	8.54278648355732	8.62098780596637	8.62902118247825	8.3032163304903	8.53039182420114	8.96492663275052	8.75540817520504
ENSRNA049512731	1.51031677113876	1.38510175976214	2.79885770556388	2.67972633968982	1.83295752367354	2.10907803326574	1.88013371668659	1.68349003822015	1.85635825888895	1.65104489468742	0	2.20509052568262	2.02646268163807	0	0	1.95427622889869	1.56725193479691	1.51119205918538
EFBcG00000013111	1.51031677113876	1.38510175976214	2.79885770556388	2.67972633968982	1.83295752367354	2.10907803326574	1.88013371668659	1.68349003822015	1.85635825888895	1.65104489468742	0	2.20509052568262	2.02646268163807	0	0	1.95427622889869	1.56725193479691	1.51119205918538
Bcin01g00900	4.64578439493474	6.37863462243971	5.60499464373821	5.95029610539701	5.63490301517592	6.10727313675908	4.93035932414715	6.70360672757951	3.81809635842676	7.31655447644538	6.20891450010856	6.87966642661636	3.81400692054412	6.03844249867785	3.53530303170304	5.68134402787166	6.02903877258605	6.44881096644206
Bcin01g00910	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85410912495085	0.667714144946554	0	0	0
